# Clip ID (Unique, used only internally); Clip Prefix (Unique); Video Session; Starting Time (ms);  Ending Time (ms); Action Label; Verb Label; Noun Label(s)
1; P05-R01-PastaSalad-583261-586055; P05-R01-PastaSalad; 583261; 586055; Cut tomato; Cut; tomato
2797; P02-R03-BaconAndEggs-1155507-1156939; P02-R03-BaconAndEggs; 1155507; 1156939; Open condiment_container; Open; condiment_container
2798; P25-R06-GreekSalad-1439386-1453211; P25-R06-GreekSalad; 1439386; 1453211; Inspect/Read recipe; Inspect/Read; recipe
2799; P26-R05-Cheeseburger-71813-73237; P26-R05-Cheeseburger; 71813; 73237; Move Around storage_container; Move Around; storage_container
2801; OP04-R05-Cheeseburger-195550-199940; OP04-R05-Cheeseburger; 195550; 199940; Other patty; Other; patty
2802; P02-R05-Cheeseburger-869590-871720; P02-R05-Cheeseburger; 869590; 871720; Put pan; Put; pan
2803; P21-R05-Cheeseburger-811503-813719; P21-R05-Cheeseburger; 811503; 813719; Squeeze sponge,cooking_utensil; Squeeze; sponge,cooking_utensil
2805; P22-R03-BaconAndEggs-2419809-2421496; P22-R03-BaconAndEggs; 2419809; 2421496; Put paper_towel; Put; paper_towel
2806; P23-R03-BaconAndEggs-1079010-1081801; P23-R03-BaconAndEggs; 1079010; 1081801; Spread condiment,bread,eating_utensil; Spread; condiment,bread,eating_utensil
2807; OP06-R05-Cheeseburger-443150-449600; OP06-R05-Cheeseburger; 443150; 449600; Move Around patty; Move Around; patty
2808; OP03-R02-TurkeySandwich-183780-190930; OP03-R02-TurkeySandwich; 183780; 190930; Open bread_container; Open; bread_container
2809; P14-R01-PastaSalad-1809937-1813176; P14-R01-PastaSalad; 1809937; 1813176; Open drawer; Open; drawer
2810; P15-R01-PastaSalad-949963-954963; P15-R01-PastaSalad; 949963; 954963; Cut bell_pepper; Cut; bell_pepper
2811; P14-R01-PastaSalad-1447714-1449839; P14-R01-PastaSalad; 1447714; 1449839; Take storage_container_container; Take; stroage_container_container
2813; P10-R06-GreekSalad-62200-64700; P10-R06-GreekSalad; 62200; 64700; Move Around picture; Move Around; picture
2814; OP06-R07-Pizza-284400-290270; OP06-R07-Pizza; 284400; 290270; Open sausage_container; Open; sausage_container
2816; P02-R04-ContinentalBreakfast-265323-267755; P02-R04-ContinentalBreakfast; 265323; 267755; Put cup; Put; cup
2817; P06-R01-PastaSalad-439852-441182; P06-R01-PastaSalad; 439852; 441182; Cut cucumber; Cut; cucumber
2818; P21-R04-ContinentalBreakfast-257108-259351; P21-R04-ContinentalBreakfast; 257108; 259351; Operate microwave; Operate; microwave
2819; P04-R01-PastaSalad-473139-483243; P04-R01-PastaSalad; 473139; 483243; Cut tomato; Cut; tomato
2820; P04-R01-PastaSalad-1017122-1027277; P04-R01-PastaSalad; 1017122; 1027277; Divide/Pull Apart onion; Divide/Pull Apart; onion
2821; OP01-R04-ContinentalBreakfast-444150-447590; OP01-R04-ContinentalBreakfast; 444150; 447590; Move Around teabag; Move Around; teabag
2822; P15-R01-PastaSalad-583300-585700; P15-R01-PastaSalad; 583300; 585700; Move Around cucumber,eating_utensil; Move Around; cucumber,eating_utensil
2823; P22-R03-BaconAndEggs-2437830-2439772; P22-R03-BaconAndEggs; 2437830; 2439772; Clean/Wipe counter; Clean/Wipe; counter
2824; P20-R03-BaconAndEggs-876795-878657; P20-R03-BaconAndEggs; 876795; 878657; Take cup; Take; cup
2825; P20-R03-BaconAndEggs-1078166-1079462; P20-R03-BaconAndEggs; 1078166; 1079462; Put sponge; Put; sponge
2826; P02-R06-GreekSalad-288750-290360; P02-R06-GreekSalad; 288750; 290360; Transfer vegetable,cutting_board,bowl; Transfer; vegetable,cutting_board,bowl
2827; P08-R01-PastaSalad-855088-857706; P08-R01-PastaSalad; 855088; 857706; Open drawer; Open; drawer
2828; P01-R02-TurkeySandwich-701427-706892; P01-R02-TurkeySandwich; 701427; 706892; Close cheese_container; Close; cheese_container
2829; OP01-R04-ContinentalBreakfast-97630-98440; OP01-R04-ContinentalBreakfast; 97630; 98440; Take condiment_container; Take; condiment_container
2830; P01-R02-TurkeySandwich-201343-206357; P01-R02-TurkeySandwich; 201343; 206357; Cut tomato; Cut; tomato
2831; P10-R01-PastaSalad-114525-116317; P10-R01-PastaSalad; 114525; 116317; Close fridge; Close; fridge
2833; P15-R01-PastaSalad-529675-532875; P15-R01-PastaSalad; 529675; 532875; Transfer cucumber,cutting_board,bowl; Transfer; cucumber,cutting_board,bowl
2835; OP03-R07-Pizza-543372-559770; OP03-R07-Pizza; 543372; 559770; Transfer sausage,plate,pizza; Transfer; sausage,plate,pizza
2836; P26-R05-Cheeseburger-1564824-1565568; P26-R05-Cheeseburger; 1564824; 1565568; Take cooking_utensil; Take; cooking_utensil
2837; P20-R03-BaconAndEggs-411914-415675; P20-R03-BaconAndEggs; 411914; 415675; Clean/Wipe counter; Clean/Wipe; counter
2838; OP02-R06-GreekSalad-429835-430724; OP02-R06-GreekSalad; 429835; 430724; Close juice_container; Close; juice_container
2839; P20-R03-BaconAndEggs-346284-349626; P20-R03-BaconAndEggs; 346284; 349626; Put cup; Put; cup
2840; P13-R01-PastaSalad-888528-891255; P13-R01-PastaSalad; 888528; 891255; Open drawer; Open; drawer
2842; P10-R06-GreekSalad-88800-91300; P10-R06-GreekSalad; 88800; 91300; Open lettuce_container; Open; lettuce_container
2843; P23-R03-BaconAndEggs-1096450-1097987; P23-R03-BaconAndEggs; 1096450; 1097987; Move Around bread; Move Around; bread
2844; P16-R03-BaconAndEggs-1529800-1531600; P16-R03-BaconAndEggs; 1529800; 1531600; Open cabinet; Open; cabinet
2845; OP03-R01-PastaSalad-92240-92820; OP03-R01-PastaSalad; 92240; 92820; Move Around bowl; Move Around; bowl
2846; P19-R04-ContinentalBreakfast-330840-334098; P19-R04-ContinentalBreakfast; 330840; 334098; Inspect/Read recipe; Inspect/Read; recipe
2847; P17-R03-BaconAndEggs-841300-849200; P17-R03-BaconAndEggs; 841300; 849200; Inspect/Read recipe; Inspect/Read; recipe
2848; P17-R03-BaconAndEggs-1128628-1130000; P17-R03-BaconAndEggs; 1128628; 1130000; Wash pan; Wash; pan
2849; OP05-R03-BaconAndEggs-452570-453830; OP05-R03-BaconAndEggs; 452570; 453830; Put oil_container; Put; oil_container
2850; P02-R03-BaconAndEggs-1453732-1454624; P02-R03-BaconAndEggs; 1453732; 1454624; Put pan; Put; pan
2851; P15-R01-PastaSalad-192650-195050; P15-R01-PastaSalad; 192650; 195050; Open pasta_container; Open; pasta_container
2852; P06-R02-TurkeySandwich-173187-175398; P06-R02-TurkeySandwich; 173187; 175398; Cut tomato; Cut; tomato
2853; P22-R03-BaconAndEggs-1914683-1917105; P22-R03-BaconAndEggs; 1914683; 1917105; Inspect/Read eating_utensil; Inspect/Read; eating_utensil
2854; P10-R05-Cheeseburger-603400-604790; P10-R05-Cheeseburger; 603400; 604790; Open fridge; Open; fridge
2855; OP06-R05-Cheeseburger-142150-143850; OP06-R05-Cheeseburger; 142150; 143850; Take lettuce_container; Take; lettuce_container
2856; P02-R01-PastaSalad-591107-592541; P02-R01-PastaSalad; 591107; 592541; Cut cucumber; Cut; cucumber
2857; P22-R03-BaconAndEggs-390380-392015; P22-R03-BaconAndEggs; 390380; 392015; Put eating_utensil; Put; eating_utensil
2858; OP01-R01-PastaSalad-480380-482380; OP01-R01-PastaSalad; 480380; 482380; Cut onion; Cut; onion
2859; P25-R06-GreekSalad-908996-910621; P25-R06-GreekSalad; 908996; 910621; Inspect/Read recipe; Inspect/Read; recipe
2860; P25-R06-GreekSalad-893859-897298; P25-R06-GreekSalad; 893859; 897298; Open tomato_container; Open; tomato_container
2861; P11-R01-PastaSalad-469099-472399; P11-R01-PastaSalad; 469099; 472399; Take bell_pepper; Take; bell_pepper
2862; P09-R01-PastaSalad-1172000-1174822; P09-R01-PastaSalad; 1172000; 1174822; Open carrot_container; Open; carrot_container
2863; P02-R06-GreekSalad-521015-522345; P02-R06-GreekSalad; 521015; 522345; Close storage_container; Close; storage_container
2864; P23-R03-BaconAndEggs-87345-88580; P23-R03-BaconAndEggs; 87345; 88580; Open cabinet; Open; cabinet
2865; P26-R05-Cheeseburger-279072-281544; P26-R05-Cheeseburger; 279072; 281544; Take oil_container; Take; oil_container
2867; OP01-R07-Pizza-1192660-1193720; OP01-R07-Pizza; 1192660; 1193720; Put unknown_container; Put; unknown_container
2868; P07-R01-PastaSalad-1957395-1960185; P07-R01-PastaSalad; 1957395; 1960185; Operate faucet; Operate; faucet
2869; OP01-R03-BaconAndEggs-500610-502200; OP01-R03-BaconAndEggs; 500610; 502200; Open fridge_drawer; Open; fridge_drawer
2870; P23-R03-BaconAndEggs-1675629-1676895; P23-R03-BaconAndEggs; 1675629; 1676895; Open cabinet; Open; cabinet
2871; OP01-R02-TurkeySandwich-65960-67050; OP01-R02-TurkeySandwich; 65960; 67050; Open fridge; Open; fridge
2872; OP03-R07-Pizza-260987-263390; OP03-R07-Pizza; 260987; 263390; Put bell_pepper; Put; bell_pepper
2873; P13-R01-PastaSalad-425347-430564; P13-R01-PastaSalad; 425347; 430564; Pour pasta,pasta_container,cup; Pour; pasta,pasta_container,cup
2874; P19-R03-BaconAndEggs-306941-308575; P19-R03-BaconAndEggs; 306941; 308575; Take milk_container; Take; milk_container
2875; OP03-R05-Cheeseburger-737015-738855; OP03-R05-Cheeseburger; 737015; 738855; Put lettuce_container; Put; lettuce_container
2876; OP01-R01-PastaSalad-712710-718310; OP01-R01-PastaSalad; 712710; 718310; Cut carrot; Cut; carrot
2877; P05-R02-TurkeySandwich-417800-418911; P05-R02-TurkeySandwich; 417800; 418911; Move Around olive_container; Move Around; olive_container
2879; OP01-R01-PastaSalad-349555-354085; OP01-R01-PastaSalad; 349555; 354085; Open fridge; Open; fridge
2881; P05-R02-TurkeySandwich-414749-417800; P05-R02-TurkeySandwich; 414749; 417800; Open fridge; Open; fridge
2882; P23-R03-BaconAndEggs-612738-614361; P23-R03-BaconAndEggs; 612738; 614361; Take seasoning_container; Take; seasoning_container
2883; OP01-R06-GreekSalad-387305-388275; OP01-R06-GreekSalad; 387305; 388275; Take lettuce; Take; lettuce
2885; OP04-R05-Cheeseburger-229660-230580; OP04-R05-Cheeseburger; 229660; 230580; Move Around patty; Move Around; patty
2886; P01-R01-PastaSalad-1000627-1003103; P01-R01-PastaSalad; 1000627; 1003103; Open fridge; Open; fridge
2887; P21-R06-GreekSalad-648125-651487; P21-R06-GreekSalad; 648125; 651487; Open olive_container; Open; olive_container
2888; P21-R04-ContinentalBreakfast-617115-620380; P21-R04-ContinentalBreakfast; 617115; 620380; Open cabinet; Open; cabinet
2889; P13-R01-PastaSalad-563542-567115; P13-R01-PastaSalad; 563542; 567115; Open cabinet; Open; cabinet
2890; P10-R01-PastaSalad-529123-531023; P10-R01-PastaSalad; 529123; 531023; Transfer bell_pepper,cutting_board,bowl; Transfer; bell_pepper,cutting_board,bowl
2893; P04-R06-GreekSalad-138170-141160; P04-R06-GreekSalad; 138170; 141160; Take olive_container; Take; olive_container
2894; P07-R01-PastaSalad-486425-487940; P07-R01-PastaSalad; 486425; 487940; Open drawer; Open; drawer
2895; P25-R06-GreekSalad-423474-426434; P25-R06-GreekSalad; 423474; 426434; Take bag_container; Take; bag_container
2896; P02-R03-BaconAndEggs-1003769-1005013; P02-R03-BaconAndEggs; 1003769; 1005013; Inspect/Read recipe; Inspect/Read; recipe
2897; P04-R01-PastaSalad-2102417-2109183; P04-R01-PastaSalad; 2102417; 2109183; Mix salad; Mix; salad
2898; P21-R04-ContinentalBreakfast-610518-611652; P21-R04-ContinentalBreakfast; 610518; 611652; Take teabag; Take; teabag
2899; OP06-R04-ContinentalBreakfast-288645-293515; OP06-R04-ContinentalBreakfast; 288645; 293515; Spread mixture,bread,eating_utensil; Spread; mixture,bread,eating_utensil
2900; OP06-R06-GreekSalad-382695-383405; OP06-R06-GreekSalad; 382695; 383405; Close juice_container; Close; juice_container
2901; P22-R03-BaconAndEggs-1627319-1632690; P22-R03-BaconAndEggs; 1627319; 1632690; Take bread; Take; bread
2902; P07-R01-PastaSalad-1546725-1551245; P07-R01-PastaSalad; 1546725; 1551245; Wash pasta; Wash; pasta
2904; P23-R03-BaconAndEggs-648314-649513; P23-R03-BaconAndEggs; 648314; 649513; Transfer seasoning,seasoning_container,bowl; Transfer; seasoning,seasoning_container,bowl
2905; P23-R03-BaconAndEggs-2151930-2153521; P23-R03-BaconAndEggs; 2151930; 2153521; Put eating_utensil; Put; eating_utensil
2906; P02-R05-Cheeseburger-420360-423250; P02-R05-Cheeseburger; 420360; 423250; Open fridge; Open; fridge
2907; P11-R02-TurkeySandwich-269215-270165; P11-R02-TurkeySandwich; 269215; 270165; Open fridge; Open; fridge
2908; P10-R01-PastaSalad-1581782-1584225; P10-R01-PastaSalad; 1581782; 1584225; Squeeze washing_liquid,strainer; Squeeze; washing_liquid,strainer
2909; P01-R01-PastaSalad-332573-335168; P01-R01-PastaSalad; 332573; 335168; Take onion; Take; onion
2910; OP04-R01-PastaSalad-866740-867260; OP04-R01-PastaSalad; 866740; 867260; Take bowl; Take; bowl
2911; P21-R04-ContinentalBreakfast-791350-792456; P21-R04-ContinentalBreakfast; 791350; 792456; Take sponge; Take; sponge
2912; OP02-R06-GreekSalad-423807-424807; OP02-R06-GreekSalad; 423807; 424807; Put condiment_container; Put; condiment_container
2913; OP06-R04-ContinentalBreakfast-220585-223015; OP06-R04-ContinentalBreakfast; 220585; 223015; Put milk_container; Put; milk_container
2914; P02-R03-BaconAndEggs-169955-171496; P02-R03-BaconAndEggs; 169955; 171496; Take bread_container; Take; bread_container
2915; OP04-R04-ContinentalBreakfast-402147-405192; OP04-R04-ContinentalBreakfast; 402147; 405192; Pour milk,milk_container,cup; Pour; milk,milk_container,cup
2916; OP02-R07-Pizza-284322-298343; OP02-R07-Pizza; 284322; 298343; Cut mushroom; Cut; mushroom
2917; OP04-R03-BaconAndEggs-782388-784499; OP04-R03-BaconAndEggs; 782388; 784499; Open condiment_container; Open; condiment_container
2918; P21-R06-GreekSalad-1004955-1009571; P21-R06-GreekSalad; 1004955; 1009571; Wash cutting_board; Wash; cutting_board
2919; P02-R05-Cheeseburger-886995-889210; P02-R05-Cheeseburger; 886995; 889210; Inspect/Read sandwich; Inspect/Read; sandwich
2920; P01-R01-PastaSalad-1068298-1070474; P01-R01-PastaSalad; 1068298; 1070474; Cut carrot; Cut; carrot
2921; P02-R05-Cheeseburger-766335-768265; P02-R05-Cheeseburger; 766335; 768265; Take cooking_utensil; Take; cooking_utensil
2922; P21-R05-Cheeseburger-840328-841451; P21-R05-Cheeseburger; 840328; 841451; Take sponge; Take; sponge
2923; P07-R01-PastaSalad-927630-929600; P07-R01-PastaSalad; 927630; 929600; Take carrot_container; Take; carrot_container
2926; P02-R05-Cheeseburger-348180-352650; P02-R05-Cheeseburger; 348180; 352650; Divide/Pull Apart lettuce; Divide/Pull Apart; lettuce
2927; OP03-R05-Cheeseburger-782365-783795; OP03-R05-Cheeseburger; 782365; 783795; Compress sandwich; Compress; sandwich
2928; P07-R01-PastaSalad-508530-511720; P07-R01-PastaSalad; 508530; 511720; Open cabinet; Open; cabinet
2929; P10-R01-PastaSalad-614473-623873; P10-R01-PastaSalad; 614473; 623873; Cut carrot; Cut; carrot
2930; P02-R06-GreekSalad-439855-440775; P02-R06-GreekSalad; 439855; 440775; Put trash; Put; trash
2931; OP01-R04-ContinentalBreakfast-397690-401460; OP01-R04-ContinentalBreakfast; 397690; 401460; Divide/Pull Apart teabag; Divide/Pull Apart; teabag
2932; P22-R03-BaconAndEggs-691828-694210; P22-R03-BaconAndEggs; 691828; 694210; Mix mixture; Mix; mixture
2933; P04-R01-PastaSalad-2119383-2120338; P04-R01-PastaSalad; 2119383; 2120338; Put eating_utensil; Put; eating_utensil
2934; P10-R05-Cheeseburger-310860-311620; P10-R05-Cheeseburger; 310860; 311620; Put eating_utensil; Put; eating_utensil
2936; OP06-R02-TurkeySandwich-424390-427230; OP06-R02-TurkeySandwich; 424390; 427230; Close fridge; Close; fridge
2937; OP01-R02-TurkeySandwich-61710-62910; OP01-R02-TurkeySandwich; 61710; 62910; Take deli_meat_container; Take; deli_meat_container
2938; OP03-R07-Pizza-121699-124509; OP03-R07-Pizza; 121699; 124509; Take sausage; Take; sausage
2939; P02-R06-GreekSalad-400430-401670; P02-R06-GreekSalad; 400430; 401670; Open fridge_drawer; Open; fridge_drawer
2940; P07-R01-PastaSalad-2422565-2423545; P07-R01-PastaSalad; 2422565; 2423545; Operate faucet; Operate; faucet
2941; P08-R01-PastaSalad-407458-410752; P08-R01-PastaSalad; 407458; 410752; Take eating_utensil; Take; eating_utensil
2942; OP03-R04-ContinentalBreakfast-86266-87762; OP03-R04-ContinentalBreakfast; 86266; 87762; Put cup; Put; cup
2943; P15-R01-PastaSalad-586950-588650; P15-R01-PastaSalad; 586950; 588650; Transfer cucumber,cutting_board,bowl; Transfer; cucumber,cutting_board,bowl
2944; OP04-R01-PastaSalad-763015-763835; OP04-R01-PastaSalad; 763015; 763835; Put cooking_utensil; Put; cooking_utensil
2945; P17-R03-BaconAndEggs-390828-392948; P17-R03-BaconAndEggs; 390828; 392948; Take pot; Take; pot
2946; P02-R06-GreekSalad-325810-327370; P02-R06-GreekSalad; 325810; 327370; Open seasoning_container; Open; seasoning_container
2947; P02-R03-BaconAndEggs-805051-806213; P02-R03-BaconAndEggs; 805051; 806213; Put eating_utensil; Put; eating_utensil
2948; OP02-R04-ContinentalBreakfast-216960-218490; OP02-R04-ContinentalBreakfast; 216960; 218490; Take bread_container; Take; bread_container
2949; P13-R01-PastaSalad-2345710-2348165; P13-R01-PastaSalad; 2345710; 2348165; Put paper_towel; Put; paper_towel
2950; OP03-R01-PastaSalad-591240-601170; OP03-R01-PastaSalad; 591240; 601170; Open carrot_container; Open; carrot_container
2952; P23-R03-BaconAndEggs-2156000-2163791; P23-R03-BaconAndEggs; 2156000; 2163791; Clean/Wipe plate,eating_utensil; Clean/Wipe; plate,eating_utensil
2953; P01-R01-PastaSalad-1142180-1143933; P01-R01-PastaSalad; 1142180; 1143933; Take plate; Take; plate
2954; P22-R03-BaconAndEggs-908150-910507; P22-R03-BaconAndEggs; 908150; 910507; Put cooking_utensil; Put; cooking_utensil
2955; P13-R01-PastaSalad-2624375-2625414; P13-R01-PastaSalad; 2624375; 2625414; Open washing_liquid_container; Open; washing_liquid_container
2956; OP03-R04-ContinentalBreakfast-170649-173294; OP03-R04-ContinentalBreakfast; 170649; 173294; Mix condiment,condiment; Mix; condiment,condiment
2957; P13-R01-PastaSalad-1285284-1289867; P13-R01-PastaSalad; 1285284; 1289867; Put bell_pepper; Put; bell_pepper
2958; OP03-R04-ContinentalBreakfast-406793-407345; OP03-R04-ContinentalBreakfast; 406793; 407345; Put bowl; Put; bowl
2959; OP01-R03-BaconAndEggs-718820-749420; OP01-R03-BaconAndEggs; 718820; 749420; Mix egg; Mix; egg
2960; P23-R03-BaconAndEggs-1627132-1628424; P23-R03-BaconAndEggs; 1627132; 1628424; Take pot_holder; Take; pot_holder
2961; P13-R01-PastaSalad-803880-805290; P13-R01-PastaSalad; 803880; 805290; Move Around can_opener; Move Around; can_opener
2962; P13-R01-PastaSalad-669379-671488; P13-R01-PastaSalad; 669379; 671488; Open cabinet; Open; cabinet
2963; P11-R02-TurkeySandwich-170185-171635; P11-R02-TurkeySandwich; 170185; 171635; Take tomato; Take; tomato
2964; OP02-R04-ContinentalBreakfast-162490-163680; OP02-R04-ContinentalBreakfast; 162490; 163680; Put plate; Put; plate
2966; OP04-R04-ContinentalBreakfast-131475-132616; OP04-R04-ContinentalBreakfast; 131475; 132616; Take condiment_container; Take; condiment_container
2967; P08-R01-PastaSalad-1205003-1206709; P08-R01-PastaSalad; 1205003; 1206709; Operate stove; Operate; stove
2969; P09-R01-PastaSalad-1379139-1380263; P09-R01-PastaSalad; 1379139; 1380263; Put cutting_board; Put; cutting_board
2970; P07-R01-PastaSalad-1571865-1575255; P07-R01-PastaSalad; 1571865; 1575255; Take olive_container; Take; olive_container
2971; P02-R03-BaconAndEggs-1089632-1090713; P02-R03-BaconAndEggs; 1089632; 1090713; Move Around paper_towel,eating_utensil; Move Around; paper_towel,eating_utensil
2972; P16-R03-BaconAndEggs-983300-987800; P16-R03-BaconAndEggs; 983300; 987800; Pour milk,milk_container,bowl; Pour; milk,milk_container,bowl
2973; P25-R06-GreekSalad-442985-446449; P25-R06-GreekSalad; 442985; 446449; Take condiment_container; Take; condiment_container
2975; P10-R01-PastaSalad-878713-879913; P10-R01-PastaSalad; 878713; 879913; Move Around bowl; Move Around; bowl
2976; P14-R02-TurkeySandwich-422230-423530; P14-R02-TurkeySandwich; 422230; 423530; Transfer lettuce,cutting_board,paper_towel; Transfer; lettuce,cutting_board,paper_towel
2977; P22-R03-BaconAndEggs-368450-369499; P22-R03-BaconAndEggs; 368450; 369499; Inspect/Read milk_container; Inspect/Read; milk_container
